Date,Time,93Hz,124Hz,155Hz,186Hz,217Hz,248Hz,279Hz,310Hz,341Hz,372Hz,403Hz,434Hz,465Hz,496Hz,527Hz,558Hz,589Hz,620Hz,651Hz,682Hz,713Hz,744Hz,775Hz,806Hz,837Hz,868Hz,899Hz,930Hz,961Hz,992Hz,1023Hz,1054Hz,1085Hz,1116Hz,1147Hz,1178Hz,1209Hz,1240Hz,1271Hz,1302Hz,1333Hz,1364Hz,1395Hz,1426Hz,1457Hz,1488Hz,1519Hz,1550Hz,1581Hz,1612Hz,1643Hz,1674Hz,1705Hz,1736Hz,1767Hz,1798Hz,1829Hz,1860Hz,1891Hz,1922Hz,1953Hz,1984Hz,
11/08/2020,17:59:10,709,124,95,148,45,5,28,5,1,15,3,8,3,9,4,5,3,5,6,7,5,3,5,4,2,2,3,3,3,4,1,1,5,0,7,1,2,2,5,3,1,4,1,4,3,6,2,3,2,3,3,4,4,3,1,2,4,3,3,3,4,4
11/08/2020,17:59:11,658,120,83,159,38,21,17,20,11,14,8,9,4,12,4,9,3,3,5,8,5,6,3,8,2,3,5,2,5,1,1,1,4,2,4,0,0,1,4,4,2,2,1,1,2,5,2,4,2,3,0,1,3,2,3,3,3,3,1,1,4,2
11/08/2020,17:59:13,661,123,88,155,41,20,15,20,14,5,19,4,10,12,5,5,3,4,8,1,3,5,4,6,0,6,3,1,2,4,3,4,3,2,2,2,1,2,1,1,0,1,4,1,4,3,2,1,1,1,1,3,2,2,4,0,5,4,4,5,1,1
11/08/2020,17:59:14,660,121,90,154,43,19,18,18,13,6,13,7,11,10,10,5,5,4,9,2,7,1,5,3,2,7,1,6,3,1,1,4,2,2,2,6,1,3,2,2,3,3,4,2,0,2,2,2,3,3,1,2,0,2,3,1,3,4,3,2,4,4
11/08/2020,17:59:16,669,125,83,164,37,23,17,18,8,15,9,10,4,12,6,4,6,6,1,10,1,6,2,7,2,3,3,5,4,2,1,3,4,0,1,1,2,1,2,2,1,2,1,1,1,3,2,2,2,2,1,2,1,3,4,2,2,4,3,3,4,1
11/08/2020,17:59:17,661,126,78,161,34,17,17,17,5,15,6,5,6,11,6,2,7,4,2,9,2,7,7,4,6,2,2,6,2,4,1,1,2,2,4,1,4,2,2,4,1,1,2,1,2,2,2,2,0,0,3,1,1,2,2,1,1,2,5,5,2,2
11/08/2020,17:59:19,666,128,83,164,31,16,23,15,4,17,4,7,10,10,4,4,6,6,5,8,4,0,10,1,6,5,3,2,4,1,5,2,2,2,4,1,4,3,2,3,1,1,1,2,1,1,2,2,2,2,1,1,3,2,2,4,2,3,0,3,1,1
11/08/2020,17:59:20,665,129,82,165,32,14,28,10,9,15,3,8,11,1,7,4,4,5,5,2,5,4,5,7,2,7,1,4,2,4,1,2,1,1,2,2,3,2,0,3,3,2,2,1,0,1,1,3,2,1,1,1,4,0,1,3,1,4,2,2,3,2
11/08/2020,17:59:22,676,113,104,147,36,17,22,11,6,12,3,5,10,10,4,6,3,2,2,7,2,1,7,3,2,2,1,3,2,5,1,1,1,2,2,2,0,1,4,1,1,1,4,0,1,3,1,2,1,0,1,3,1,2,2,2,1,2,4,4,1,1
11/08/2020,17:59:23,676,112,110,154,35,21,31,15,9,8,7,4,12,8,4,4,8,3,5,2,2,1,3,4,1,4,5,4,3,1,5,0,4,1,1,2,2,1,1,2,2,2,0,2,2,3,2,0,2,2,1,4,1,2,2,2,0,3,0,3,2,1
