Date,Time,93Hz,124Hz,155Hz,186Hz,217Hz,248Hz,279Hz,310Hz,341Hz,372Hz,403Hz,434Hz,465Hz,496Hz,527Hz,558Hz,589Hz,620Hz,651Hz,682Hz,713Hz,744Hz,775Hz,806Hz,837Hz,868Hz,899Hz,930Hz,961Hz,992Hz,1023Hz,1054Hz,1085Hz,1116Hz,1147Hz,1178Hz,1209Hz,1240Hz,1271Hz,1302Hz,1333Hz,1364Hz,1395Hz,1426Hz,1457Hz,1488Hz,1519Hz,1550Hz,1581Hz,1612Hz,1643Hz,1674Hz,1705Hz,1736Hz,1767Hz,1798Hz,1829Hz,1860Hz,1891Hz,1922Hz,1953Hz,1984Hz,
11/08/2020,17:55:15,733,128,98,145,50,16,30,8,10,7,8,5,17,5,5,4,1,5,4,7,4,3,7,3,4,1,6,3,5,3,1,2,1,2,0,4,0,0,2,2,2,0,3,2,2,2,1,4,3,3,1,2,2,4,2,1,1,4,1,2,1,9
